GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,AGE_YEARS,YEARS_EMPLOYED,Family_Members,label
F,N,Y,1,382500.0,State servant,Higher education,Single / not married,With parents,33.0,2.0,2,0
F,N,Y,0,171000.0,Pensioner,Higher education,Married,House / apartment,55.0,0.0,2,0
F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,61.0,29.0,1,0
F,N,Y,0,126000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,8.0,1,0
F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38.0,5.0,3,0
F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,37.0,9.0,1,0
F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58.0,7.0,2,0
F,N,Y,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,30.0,10.0,4,0
F,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,38.0,1.0,2,0
F,N,Y,1,112500.0,Working,Higher education,Married,House / apartment,37.0,6.0,3,0
F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.0,1.0,2,0
F,N,N,0,225000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,28.0,3.0,1,0
M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,41.0,22.0,2,0
F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,41.0,5.0,3,0
M,N,N,1,180000.0,Working,Secondary / secondary special,Single / not married,House / apartment,29.0,3.0,3,0
F,N,Y,1,117000.0,Working,Lower secondary,Widow,House / apartment,48.0,8.0,2,0
F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Married,House / apartment,60.0,0.0,2,1
F,N,N,2,130500.0,Working,Secondary / secondary special,Married,House / apartment,42.0,10.0,4,0
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,30.0,1.0,2,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,1.0,2,0
F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,3.0,2,0
M,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,49.0,3.0,2,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63.0,0.0,1,0
F,Y,Y,0,238500.0,Working,Higher education,Married,House / apartment,42.0,19.0,2,0
M,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,26.0,5.0,3,0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Separated,Municipal apartment,59.0,0.0,1,0
M,N,N,0,157500.0,Commercial associate,Higher education,Single / not married,House / apartment,28.0,4.0,1,0
M,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,28.0,2.0,2,0
M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,36.0,10.0,2,1
F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,55.0,0.0,1,0
F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,48.0,15.0,1,0
F,N,Y,0,171000.0,Working,Higher education,Married,House / apartment,50.0,11.0,2,0
M,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,51.0,4.0,3,0
M,Y,Y,1,112500.0,Working,Higher education,Married,House / apartment,32.0,1.0,3,0
M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,38.0,4.0,2,1
F,Y,Y,1,189000.0,Working,Lower secondary,Married,House / apartment,45.0,2.0,3,0
M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,36.0,14.0,2,0
F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,12.0,2,0
M,Y,N,0,337500.0,State servant,Higher education,Married,With parents,28.0,5.0,2,0
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,43.0,4.0,1,0
M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,40.0,4.0,2,0
F,Y,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,3.0,2,1
M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,51.0,14.0,2,0
M,Y,N,0,112500.0,State servant,Secondary / secondary special,Married,House / apartment,54.0,6.0,2,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,48.0,21.0,1,0
F,N,Y,0,360000.0,Pensioner,Higher education,Married,House / apartment,63.0,0.0,2,0
M,Y,N,0,108000.0,Working,Secondary / secondary special,Married,Office apartment,47.0,3.0,2,1
F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,27.0,6.0,1,0
M,N,N,0,202500.0,Working,Higher education,Single / not married,House / apartment,35.0,12.0,1,1
F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,27.0,2,0
F,Y,Y,0,135000.0,Working,Secondary / secondary special,Separated,House / apartment,44.0,4.0,1,0
M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,8.0,2,0
M,Y,Y,1,144000.0,Working,Secondary / secondary special,Married,House / apartment,24.0,3.0,3,0
M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,30.0,2.0,1,0
F,Y,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,1.0,2,0
M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,40.0,16.0,1,0
F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,2.0,4,0
F,N,Y,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,2.0,1,0
M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.0,7.0,2,0
F,Y,N,0,225000.0,Working,Higher education,Civil marriage,House / apartment,40.0,7.0,2,0
F,N,Y,3,207000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,42.0,1.0,4,0
F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,34.0,10.0,2,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,58.0,0.0,1,0
F,Y,N,3,112500.0,Working,Secondary / secondary special,Married,House / apartment,32.0,10.0,5,0
F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,31.0,2.0,3,0
F,N,N,0,202500.0,Commercial associate,Higher education,Married,House / apartment,31.0,10.0,2,0
F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,57.0,5.0,2,0
M,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,33.0,5.0,2,1
M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,28.0,1.0,1,0
F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,30.0,2.0,1,0
M,N,Y,0,198000.0,Pensioner,Higher education,Married,House / apartment,68.0,0.0,2,0
F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,64.0,0.0,2,0
M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,64.0,0.0,2,0
F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,64.0,1.0,2,0
M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,9.0,2,0
M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,27.0,3.0,4,0
F,Y,N,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,54.0,27.0,1,0
M,Y,Y,0,112500.0,Working,Secondary / secondary special,Single / not married,House / apartment,24.0,1.0,1,0
F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.0,0.0,1,0
F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,0.0,2,0
F,N,Y,0,126000.0,Commercial associate,Secondary / secondary special,Civil marriage,Municipal apartment,29.0,6.0,2,0
F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,59.0,0.0,2,1
M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,9.0,2,0
M,Y,Y,1,315000.0,Working,Higher education,Married,House / apartment,47.0,2.0,3,0
M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,0.0,2,0
F,N,Y,2,180000.0,Working,Incomplete higher,Separated,House / apartment,34.0,10.0,3,1
M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,27.0,8.0,2,0
M,N,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,50.0,0.0,3,0
F,N,N,2,180000.0,Working,Secondary / secondary special,Married,House / apartment,32.0,0.0,4,0
F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44.0,1.0,2,0
F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,0.0,2,1
M,Y,Y,0,225000.0,Pensioner,Higher education,Married,House / apartment,66.0,0.0,2,0
F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,52.0,16.0,2,0
F,N,Y,0,225000.0,Working,Secondary / secondary special,Widow,House / apartment,54.0,7.0,1,0
F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,61.0,0.0,1,0
M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,6.0,4,0
M,Y,Y,0,450000.0,Commercial associate,Higher education,Single / not married,House / apartment,30.0,2.0,1,0
F,N,Y,0,261000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,7.0,2,0
